,text,score,kelas,,,,,,,
3848, orang kali suntik vaksin tujuan mencapai kekebalan covid,0,netral,,,,,,,
3849,vaksin merah putih dikembangkan teknologi modern diharapkan efektif menangani pandmei covid ,2,positif,,,,,,,
3850, orang kali suntik vaksin tujuan mencapai kekebalan covid,0,netral,,,,,,,
3851,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3852,vaksin virus corona covid hasil pengembangan pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan ,-1,negatif,,,,,,,
3853,kemampuan riset mumpuni pandemi covid membutuhkan percepatan pengembangan vaksin,1,positif,,,,,,,
3854, mengembangkan vaksin covid vaksin merah putih,0,netral,,,,,,,
3855,produksi massal vaksin covid merahnputih gandeng swasta,0,netral,,,,,,,
3856,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3857, orang kali suntik vaksin tujuan mencapai kekebalan covid,0,netral,,,,,,,
3858,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3859,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3860,dukung yuk vaksin aman buatan negeri vaksin murni covid,2,positif,,,,,,,
3861,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3862,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3863,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
3864,vaksin merah putih vaksin covid buatan pengembangan vaksin mencapai,0,netral,,,,,,,
3865,kemampuan lembaga riset pandemi covid membutuhkan percepatan pengembangan vaksin,1,positif,,,,,,,
3866,vaksin merah putih vaksin murni buatan negeri strain covid ,1,positif,,,,,,,
3867,vaksin merah putih julukan vaksin virus corona produksi vaksin murni buatan negeri strain covid ,0,netral,,,,,,,
3868,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3869, orang kali suntik vaksin tujuan mencapai kekebalan covid,0,netral,,,,,,,
3870,pemerintah percayakan keamanan vaksin covid tim peneliti uji klinik tim pengawas penelitian,0,netral,,,,,,,
3871,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3872,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3873, mandiri menciptakan vaksin covid mandiri riset pengembangan vaksin ,0,netral,,,,,,,
3874,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3875,hasil pengembangan vaksin covid targetkan rampung pertengahan wow semoga cepat rampung ya,1,positif,,,,,,,
3876,vaksin virus corona covid hasil pengembangan pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan ,-1,negatif,,,,,,,
3877,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3878,pemerintah percayakan keamanan vaksin covid tim peneliti uji klinik tim mengawasi penelitian,0,netral,,,,,,,
3879, orang kali suntik vaksin tujuan mencapai kekebalan covid,0,netral,,,,,,,
3880, orang diberika suntik vaksin tujuan kekebalan tubuh covid,0,netral,,,,,,,
3881,vaksin merah putih vaksin murni buatan negeri strain covid ,1,positif,,,,,,,
3882,pemerintah bergantung vaksin covid buatan negeri mengembangkan jenis,0,netral,,,,,,,
3883, pandemi covid membutuhkan percepatan pengembangan vaksin jalur impor butuhkan,0,netral,,,,,,,
3884, pandangannya ketiga produk vaksin covid dikabarkan november desember rinciannya sinovac mengirimkan juta dosis vaksin,0,netral,,,,,,,
3885, enam sasaran penerima vaksin covid ditetapkan pemerintah total juta orang ,1,positif,,,,,,,
3886,project integration manager research development bio farma neni nurainy langkah perseroan penyediaan vaksin jangka pendek proses transfer teknik hilir formulasi bulk vaksin covid ,0,netral,,,,,,,
3887, mandiri riset pengembangan vaksin menciptakan vaksin covid,0,netral,,,,,,,
3888,pemerintah bergantung vaksin covid buatan ,0,netral,,,,,,,
3889,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3890, mengembangkan jenis vaksin covid,0,netral,,,,,,,
3891, orang suntik vaksin tujuan mencapai kekebalan covid,0,netral,,,,,,,
3892,berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya ,0,netral,,,,,,,
3893,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3894,vaksin merah putih buatan negeri vaksin covid november pemerintah tunggu kepastian bpom mui,0,netral,,,,,,,
3895, holding bumn farmasi pt bio farma persero memaparkan strategi program jangka kolaborasi menghadirkan vaksin covid nasional akrab vaksin merah putih cr,0,netral,,,,,,,
3896, kementerian riset teknologi bernegosiasi swasta berinvestasi pengembangan vaksin covid bm,0,netral,,,,,,,
3897,haltersebut didasar olehi banyaknya kebutuhan vaksin covid juta penduduk kali suntikan juta vaksin virus corona,-1,negatif,,,,,,,
3898,lembaga pasteur terlibat pembuatan vaksin vaksin rabies vaksin polio vaksin covid bm,-2,negatif,,,,,,,
3899,banyaknya kebutuhan vaksin covid juta penduduk kali suntikan juta vaksin virus corona bb,-1,negatif,,,,,,,
3900,haltersebut didasar olehi banyaknya kebutuhan vaksin covid juta penduduk kali suntikan juta vaksin virus corona,-1,negatif,,,,,,,
3901, tau vaksin merah putih guys julukan vaksin virus corona produksi vaksin murni buatan negeri strain covid rto,0,netral,,,,,,,
3902, pernyataan dirjen pencegahan pengendalian penyakit menular kementerian kesehatan achmad yurianto juta orang menerima vaksin covid sih,1,positif,,,,,,,
3903, holding bumn farmasi pt bio farma persero memaparkan strategi program jangka kolaborasi menghadirkan vaksin covid nasional akrab vaksin merah putih,0,netral,,,,,,,
3904,menristek produksi massal vaksin covid merah putih gandeng swasta,0,netral,,,,,,,
3905,pemerintah percayakan keamanan vaksin covid tim peneliti,0,netral,,,,,,,
3906, orang kali suntik vaksin demgan tujuan mencapai kekebalan covid,0,netral,,,,,,,
3907,pemerintah memproduksi vaksin mempersempit gerak penyebaran covid vaksin julukan vaksin merah putih,0,netral,,,,,,,
3908,who pemerintah bersepakat berkomitmen mengembangkan vaksin covid rakyat utama,0,netral,,,,,,,
3909,vaksin merah putih karya ahli dikembangkan metode modern diharapkan efektif menangani pandemi covid ,4,positif,,,,,,,
3910,berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya ,0,netral,,,,,,,
3911,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3912,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3913,vaksin merah putih vaksin covid buatan dikembangkan mencapai tahap,0,netral,,,,,,,
3914,menristek produksi massal vaksin covid merah putih gandeng swasta,0,netral,,,,,,,
3915,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3916,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3917,vaksin virus covid hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan vaksin bernama merah putih dikembangkan eijkman strain virus corona ,-2,negatif,,,,,,,
3918,who pemerintah bersepakat berkomitmen mengembangkan vaksin covid rakyat utama,0,netral,,,,,,,
3919, mandiri riset pengembangan vaksin menciptakan vaksin covid,0,netral,,,,,,,
3920,kemampuan riset lembaga institusi mumpuni pendemi covid membutuhkan percepatan pengembangan vaksin jalur impor dibutuhkan,1,positif,,,,,,,
3921,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3922,berdasarkan uji klinis fase iii vaksin covid biofarma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya ,0,netral,,,,,,,
3923,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3924,menristek produksi massal vaksin covid merah putih gandeng swasta,0,netral,,,,,,,
3925,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3926,strain covid uji klinis pengembangan vaksin merah putih sesuaikan temukan orang memiliki respon berbeda thd covid,-1,negatif,,,,,,,
3927,negara negara merdeka berhak bersaing negara maju lainya pengembangan vaksin pencegahan covid bangsa pasar menunggu hasil bangsa lainya,0,netral,,,,,,,
3928,alhamdulillah harapan vaksin covid produk ,1,positif,,,,,,,
3929,pemerintah bergantung vaksin covid buatan negeri,0,netral,,,,,,,
3930,alhamdulillah harapan vaksin covid produk ,1,positif,,,,,,,
3931,bayangkan guys bangsa mengembangkan jenis vaksin covid merah putih,0,netral,,,,,,,
3932,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3933,berdasarkan uji klinis fase iii vaksin covid biofarma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya ,0,netral,,,,,,,
3934, mengembangkan jenis vaksin covid merah putih,0,netral,,,,,,,
3935,apapun ditempuh mendoakan semoga vaksin covid negeri tercinta,1,positif,,,,,,,
3936,vaksin merah putih nama vaksin covid buatan ,0,netral,,,,,,,
3937, orang suntik vaksin tujuan mencapai kekebalan covid,0,netral,,,,,,,
3938, orang suntik vaksin tujuan mecapai kekebalan covid,0,netral,,,,,,,
3939,kemampuan riset lembaga institusi mumpuni pandemi covid membutuhkan perxepatan perkembangan vaksin jalur impor dibutuhkan,1,positif,,,,,,,
3940,produk massal vaksin covid merah putih gandeng swasta loh,0,netral,,,,,,,
3941,pemerintah percaya keamanan vaksin covid tim peneliti uji klinik tim mengawasi penelitian,0,netral,,,,,,,
3942,vaksin merah putih vaksin murni buatan negeri strain covid ,1,positif,,,,,,,
3943, orang suntik vaksin tujuan mecapai kekebalan covid,0,netral,,,,,,,
3944, orang kali suntik vaksin dengaan tunuan mencapai kekebalan covid,0,netral,,,,,,,
3945, orang suntik vaksin tujuan mecapai kekebalan covid,0,netral,,,,,,,
3946, orang kali suntik vaksin tujuan mencapai kekebalan covid,0,netral,,,,,,,
3947,semoga produksi masal vaksin merah putih terealisasi secepat disalurkan rumah sakit merawat korban covid,-2,negatif,,,,,,,
3948, orang suntik vaksin tujuan mecapai kekebalan covid,0,netral,,,,,,,
3949, orang suntik vaksin tujuan mecapai kekebalan covid,0,netral,,,,,,,
3950, orang suntik vaksin tujuan mecapai kekebalan covid,0,netral,,,,,,,
3951,berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya ,0,netral,,,,,,,
3952,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3953, orang kali suntik vaksin tujuan mencapai kekebalan covid,0,netral,,,,,,,
3954,pemerintah berkoordinasi tim peneliti mengawasi penelitian vaksin covid,0,netral,,,,,,,
3955, orang suntik vaksin tujuan mecapai kekebalan covid,0,netral,,,,,,,
3956, orang suntik vaksin tujuan mecapai kekebalan covid,0,netral,,,,,,,
3957,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
3958,vaksin merah putih vaksin murni buatan negeri strain covid ,1,positif,,,,,,,
3959,metode lembaga biologi moleculer lbm eijkman institute metode protein recombinat mengambil virus covid menciptakan vaksin ,-1,negatif,,,,,,,
3960, mencapai kekebalan kelompok herd immunity covid dibutuhkan juta dosis vaksin cr,0,netral,,,,,,,
3961, enam sasaran penerima vaksin covid ditetapkan pemerintah total juta orang ,1,positif,,,,,,,
3962,lembaga pasteur terlibat pembuatan vaksin vaksin rabies vaksin polio vaksin covid sih,-2,negatif,,,,,,,
3963,vaksin merah putih julukan vaksin virus corona produksi vaksin murni buatan negeri strain covid ,0,netral,,,,,,,
3964,vaksin merah putih julukan vaksin virus corona produksi vaksin murni buatan negeri strain covid ,0,netral,,,,,,,
3965,juru bicara satuan tugas penanganan covid wiku adisasmito vaksin covid masyarakat lulus tahapan uji klinis,0,netral,,,,,,,
3966,daann proses uji klinis ilmuwan vaksin menimbulkan efek samping vaksin covid lulus uji klinis tahap kewaspadaan monitoring keamanan vaksin ,0,netral,,,,,,,
3967,pdpi mendukung proses inisiasi pengadaan vaksin covid ,1,positif,,,,,,,
3968, vaksin negeri pemerintah memasok vaksin covid negara pemerintah gencar mengamankan vaksin negara rto,0,netral,,,,,,,
3969, pemerintah bergantung vaksin covid buatan negeri mengembangkan jenis vaksin merah putih,0,netral,,,,,,,
3970, pemerintah lantaran tersebar kabar anggapan meragukan keamanan vaksin covid diproduksi,-1,negatif,,,,,,,
3971, tau guys vaksin merah putih vaksin merah putih vaksin covid buatan pengembangan vaksin merah putih laboratorium mencapai,0,netral,,,,,,,
3972, holding bumn farmasi pt bio farma persero memaparkan strategi program jangka kolaborasi menghadirkan vaksin covid nasional akrab vaksin merah putih ,0,netral,,,,,,,
3973,pdpi memohon pb idi panduan pedoman pemberian vaksin covid dijadikan pegangan anggota pb idi pemberian vaksinasi,-1,negatif,,,,,,,
3974, pemerintah vaksin covid tersedia november penyuntikan vaksin masyarakat mempercepat penanganan pandemi covid tanah air cr,1,positif,,,,,,,
3975,lembaga biologi moleculer lbm eijkman institute metode protein recombinat mengambil virus covid menciptakan vaksin bm,-1,negatif,,,,,,,
3976, menristek bambang kemampuan riset lembaga institusi mumpuni pandemi covid membutuhkan percepatan pengembangan vaksin jalur impor dibutuhkan,1,positif,,,,,,,
3977,menunggu vaksin covid harapan kecemasan,-1,negatif,,,,,,,
3978,menteri riset teknologi menristek bambang brodjonegoro mengembangkan jenis vaksin covid merah putih ,0,netral,,,,,,,
3979, kandidat vaksin negeri menangani pandemi covid menristek memprioritaskan vaksin merah putih,0,netral,,,,,,,
3980, menristek bambang kemampuan riset lembaga institusi mumpuni pandemi covid membutuhkan percep,1,positif,,,,,,,
3981,fokus utama pemerintah menargetkan vaksin covid tersedia terjangkau masyarakat ,1,positif,,,,,,,
3982,vaksin merah putih julukan vaksin virus corona produksi vaksin murni buatan negeri strain covid rto,0,netral,,,,,,,
3983,pdpi mendukung proses inisiasi pengadaan vaksin covid cr,1,positif,,,,,,,
3984,kabar terbaru vaksin virus corona covid hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan vaksin bernama dikembangkan eijkman strain virus sih,-1,negatif,,,,,,,
3985,rangkul anggota idi jubir sosialisasi vaksin covid efektif masy percaya dokter sosialisasi min penolakan idi vaksi,0,netral,,,,,,,
3986, berat menteri terawan konflik idi menteri sekrg nakes menolak divaksin kacau deh gagal tuh program vaksin covid dokt,-5,negatif,,,,,,,
3987, merangkul swasta menristek produksi massal vaksin covid,0,netral,,,,,,,
3988, november vaksin covid menunggu kepastian mui buatan negeri anak negeri,0,netral,,,,,,,
3989,mami and me bahas covid kabar vaksin muncul another teori konspiresyen mami,0,netral,,,,,,,
3990, keamananan vaksinnya masyarakat vaksin tahap tenaga medis garda terdepan mengurusi pasien covid,2,positif,,,,,,,
3991,kabar menggembirakan mengembangkan vaksin covid ,1,positif,,,,,,,
3992,tim satgas penanganan covid prof wiku adisasmito proses pengembangan vaksin penelitian dasar ,0,netral,,,,,,,
3993,nih guys ketahui masyarakat disuntikkan vaksin covid kali dibutuhkan juta dosis vaksin ,0,netral,,,,,,,
3994,pdpi mendukung proses inisiasi pengadaan vaksin covid ,1,positif,,,,,,,
3995, tau guys vaksin merah putih vaksin merah putih vaksin covid buatan pengembangan vaksin merah putih laboratorium mencapai bm,0,netral,,,,,,,
3996, kandidat vaksin negeri menangani pandemi covid menristek memprioritaskan vaksin merah putih,0,netral,,,,,,,
3997, menristek bambang kemampuan riset lembaga institusi mumpuni pandemi covid membutuhkan percepatan pengembangan vaksin jalur impor dibutuhkan ,1,positif,,,,,,,
3998, paham covax mekanisme dirancang who menjamin ketersediaan vaksin covid dunia cepat adil setimpal,2,positif,,,,,,,
3999, vaksinnya orang kali suntik vaksin tujuan mencapai kekebalan covid cr,0,netral,,,,,,,
4000, tanggal oktober juru bicara satuan tugas penanganan covid wiku adisasmito vaksin covid masyarakat lulus tahapan uji klinis aman efektif ,2,positif,,,,,,,
4001, retno marsudi bergabung covax mendukung jalur multilateral vaksin covid,1,positif,,,,,,,
4002,menristek bambang kemampuan riset lembaga institusi mumpuni pandemi covid membutuhkan percepatan pengembangan vaksin jalur impor dibutuhkan,1,positif,,,,,,,
4003,je menyusahkan rakyat berenti kejap mainan korang covid takde vaksin deh merata korang sambung berperang kerjasama cari terbaik berkhidmat rakyat duk rumah diam diam ontok,-2,negatif,,,,,,,
4004,menristek bambang kemampuan riset lembaga institusi mumpuni pandemi covid membutuhkan percepatan pengembangan vaksin jalur impor dibutuhkan bm,1,positif,,,,,,,
4005,guys riset vaksin jarang sebentar riset vaksin covid kebiasaan relatif pendek kebutuhan luarbiasa,-1,negatif,,,,,,,
4006,vaksin merah putih karya ahli dikembangkan metode modern diharapkan efektif menangani pandemi covid ,4,positif,,,,,,,
4007, biofarma menristek proses produksi masal vaksin covid vaksin merah putih pemerintah menggandeng swasta proses produksi nya,0,netral,,,,,,,
4008,vaksin virus corona covid hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan,-1,negatif,,,,,,,
4009, nya bangkit bergantung vaksin covid buatan negeri,0,netral,,,,,,,
4010,vaksin covid buatan pengembangan nya laboratorium mencapai,0,netral,,,,,,,
4011, yuukkk kenalan calon vaksin covid vaksin merah putih via,0,netral,,,,,,,
4012,vaksin covid merah putih is only kuku bima energy jamu tolak angin change my mind,0,netral,,,,,,,
4013, dilanda pandemik plandemik virus wayang tujuan utama vaksin menggurangkan populasi manusia bumi pelik haiwan kena penyakit covid,-2,negatif,,,,,,,
4014,presiden joko widodo jokowi vaksin covid dipersiapkan masyarakat skem mandiri didistribusikan harga terjangkau keren vaksin mandiri beratkan pemerintah,1,positif,,,,,,,
4015, upaya melawan pandemo covid pemerintah terkait berikhtiar menciptakan vaksin merah putih produksi masal vaksin merah putih bekerjasama swasta,0,netral,,,,,,,
4016,keren nih bumn biofarma berkomitmen memproduksi juta bahan baku vaksin covid,1,positif,,,,,,,
4017,yuk simak bio farma kepercayaan internasional produksi vaksin covid,1,positif,,,,,,,
4018,vaksin merah putih vaksin covid buatan pengembangan vaksin merah putih laboratoriun mencapai,0,netral,,,,,,,
4019, menteri riset teknologi menristek bambang brodjonegoro mengembangkan jenis vaksin covid merah putih,0,netral,,,,,,,
4020,mari dukung usaha luarbiasa pemerintah terkait vaksin melawan covid vaksin merah putih,0,netral,,,,,,,
4021,mari simak bio farma terpilih produksi vaksin covid skala dunia prestasi membanggakan ,1,positif,,,,,,,
4022, vaksin orang covid vaksin virus dunia semenjak hidup virus berbahaya contohnya virus kedengkian virus kehancurnya ahklak bangsa,-6,negatif,,,,,,,
4023,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4024,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya,0,netral,,,,,,,
4025, kelompok penerima vaksin covid kabupaten bekasi persen berisiko download aplikasi tribunnews update berita terbaru dapatkan android,1,positif,,,,,,,
4026,erick thohir pastikan juta vaksin covid merek download aplikasi tribunnews update berita terbaru dapatkan android,1,positif,,,,,,,
4027,staf kbri abu dhabi disuntik vaksin covid efek samping minim download aplikasi tribunnews update berita terbaru dapatkan android,1,positif,,,,,,,
4028,teori deh cerita divergent orang maze runner deh taknak kena vaksin kononnya agenda illuminati takyahla langsung and covid sok takpayah kena cucuk vaksin ,-1,negatif,,,,,,,
4029,ramai palatow bab covid kaitkan dengn vaksin haram kaitkan dajjal ,-2,negatif,,,,,,,
4030, manusia dunia percaya covid mayoritas manusia dunia percaya covid hidup muslim ibadah haji suka tidaksuka vaksin ,-1,negatif,,,,,,,
4031,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
4032,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4033,vaksin merah putih dikembangkan metode modern diharapkan efektif menangani pandemi covid ,2,positif,,,,,,,
4034, berharap semoga pengembangan vaksin berjalan sesuai rencana pandemi covid ,1,positif,,,,,,,
4035,menteri riset teknologi menristek bambang brodjonegoro mengembangkan jenis vaksin covid vaksin merah putih,0,netral,,,,,,,
4036, meredam pandemi covid pakai masker jaga jarak cuci tangan ditambah vaksin paket,0,netral,,,,,,,
4037,vaksin obat vaksin merangsang kekebalan orang virus covid,-1,negatif,,,,,,,
4038,vaksin virus corona hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung vaksin covid bernama vaksin merah putih strain virus corona ,-2,negatif,,,,,,,
4039, diprioritaskan vaksin anti virus covid orang beresiko orang berhadapan langsung pasien covid tenaga medis,-1,negatif,,,,,,,
4040,vaksin merah putih vaksin murni buatan negeri strain covid ,1,positif,,,,,,,
4041, juru bicara satgas penanganan covid prof wiku adisasmito proses pengembangan vaksin penelitian dasar sel sel terkait virus diperbanyak diekstraksi dasar vaksin,-1,negatif,,,,,,,
4042, pernyataan dirjen pencegahan pengendalian penyakit menular kementerian kesehatan achmad yurianto juta orang menerima vaksin covid ,1,positif,,,,,,,
4043, tau vaksin merah putih guys julukan vaksin virus corona produksi vaksin murni buatan negeri strain covid ,0,netral,,,,,,,
4044,deh nyanyuk ker dorg ler bpolitik tolong dengar titah agong covid deh xde vaksin deh tuh korg nk berebut jawatan ker office ker bini ker lantak korg ler lupa kuasa rakyat ler rakyat xbole pape,-1,negatif,,,,,,,
4045, pembuatan vaksin salah satunya menjd syarat keamanan uji klinik fase fase fase ketiga simple pemerintah fase vaksin aman terlindungi covid,-1,negatif,,,,,,,
4046,vaksin salah menurunkan pandemi covid meningkatkan kekebalan tubuh bersangkutan penurunan vaksinasi perkembangan jaga jarak pakai masker ya,-2,negatif,,,,,,,
4047, ketua tim pengembangan vaksin vaksin covid buatan pengembangan vaksin mencapai eijkman pengembang pengembangan pl,0,netral,,,,,,,
4048,pemberian vaksin bertahap prioritasnya utama profesi berhubungan penanganaan virus covid dokter perawat tim medis kmd profesi layanan publik berhubungan orang aparat keamanan aparat pemerintah ,-1,negatif,,,,,,,
4049, retno mengenalkan buatan ri dirjen who beliau bertemu dirjen who tedros ghebreyesus pertemuan membahas vaksin corona covid dikembangkan ahli nama,-1,negatif,,,,,,,
4050, meredam pandemi covid pakai masker jaga jarak cuci tangan ditambah vaksin paket paket ,0,netral,,,,,,,
4051,vaksin virus corona covid hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan berharap usaha pemerintah menghentikan pandemi terlaksana kendala apapun,-1,negatif,,,,,,,
4052,retno marsudi bertemu dirjen who tedros ghebreyesus pertemuan membahas vaksin corona covid dikembangkan ahli nama,-1,negatif,,,,,,,
4053,pemerintah tergantung vaksin covid buatan negeri mengembangkan jenis,0,netral,,,,,,,
4054,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya,0,netral,,,,,,,
4055,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4056,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya,0,netral,,,,,,,
4057,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4058,pemerintah bergantung vaksin covid buatan negeri modal kuat mandiri pengembangan vaksin pengalaman bangsa riset produksi teruji,0,netral,,,,,,,
4059,vaksin virus covid hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan vaksin bernama merah putih dikembangkan eijkman strain virus corona ,-2,negatif,,,,,,,
4060,penggunaan vaksin covid dipersiapkan dijamin aman lho tau aman coba ceki ceki gambar yuk lengah jaga jarak pakai masker cuci tangan,2,positif,,,,,,,
4061, yth nya sosialisasikan kegunaan kehalalan zat terkandung vaksin anti virus covid sosmed masyarakat khawatir hoax resah november wacana laksanakn vaksinasi sehat,-3,negatif,,,,,,,
4062,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
4063,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4064, tim inspektur cpob badan pom melaksanakan inspeksi industri pembuatan vaksin covid tiongkok,-1,negatif,,,,,,,
4065,menteri riset teknologi menristek bambang brodjonegoro mengembangkan jenis vaksin covid merah putih,0,netral,,,,,,,
4066, meredam pandemi covid pakai masker jaga jarak cuci tangan ditambah vaksin paket ,0,netral,,,,,,,
4067,vaksin merah putih vaksin murni buatan negeri strain covid ,1,positif,,,,,,,
4068,vaksin merah putih dikembangkan metode modern diharapkan efektif menangani covid ,2,positif,,,,,,,
4069, mengembangkan jenis vaksin covid merah putih,0,netral,,,,,,,
4070,vaksin covid hasil pengembangan lembaga biomolekuler eijkman ditargetkan rampung pertengahan ,0,netral,,,,,,,
4071,mengenal vaksin covid buatan ,0,netral,,,,,,,
4072,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya ,0,netral,,,,,,,
4073,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4074,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis ,0,netral,,,,,,,
4075,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4076,oiya ges vaksin virus corona covid hasil pengembangan lembaga biomolekuler eijkma,-1,negatif,,,,,,,
4077, tanggal oktober juru bicara satuan tugas penanganan covid wiku adisasmito vaksin covid masyarakat lulus tahapan uji klinis aman efektif ,2,positif,,,,,,,
4078,kabar menggembirakan mengembangkan vaksin covid ,1,positif,,,,,,,
4079,julukan virus corona produksi vaksin murni buatan negeri strain covid ,0,netral,,,,,,,
4080, orang kali suntik vaksin tujuan mencapai kekebalan covid,0,netral,,,,,,,
4081,pemerintah teralu bergantung vaksin covid buatan negeri indonesiapun mengembangkan jenis,0,netral,,,,,,,
4082,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya ,0,netral,,,,,,,
4083,vaksin merah putih vaksin murni buatan negeri strain covid perkembangan vaksin mencapai persen ditargetkan selesai dipertengahan ,1,positif,,,,,,,
4084,bpom tegaskan sembarang izin penggunaan vaksin covid,0,netral,,,,,,,
4085,menristek eijkman uji kandidat bibit vaksin covid hewan,0,netral,,,,,,,
4086,sobat berita ketahui berdasarkan uji klinis fase iii vaksin covid bio farma tidakada efek samping dilaporkan vaksin disiapkan aman uji klinis yuk simak infonya ,0,netral,,,,,,,
